Country Name,"Country Code","Series Name","Series Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2030 [YR2030]","2040 [YR2040]","2050 [YR2050]"
China,"CHN","CO2 emissions per dollar of manufacturing value added (kgCO2 per constant 2010 US$)","CC.EG.EMIS.MAN","..","1.2","1.25","0.89","0.81","0.73","..","..","..","..","..","..","..",".."
China,"CHN","Emission Totals - Direct emissions (N2O) - AFOLU","CC.DEN.AFO","565.5449","671.189","797.7287","823.2397","822.1274","803.1994","780.3008","795.9884","..","..","..","908.8417","..","966.0473"
China,"CHN","Emission Totals - Direct emissions (N2O) - Agricultural Soils","CC.DEN.AGS","565.5449","671.189","797.7287","823.2397","822.1274","803.1994","780.3008","795.9884","..","..","..","908.8417","..","966.0473"
China,"CHN","Emission Totals - Direct emissions (N2O) - Crop Residues","CC.DEN.CRE","73.5968","74.6139","86.5971","102.4598","102.2248","102.8332","101.9704","102.3474","..","..","..","85.6578","..","83.5669"
China,"CHN","Emission Totals - Direct emissions (N2O) - Emissions on agricultural land","CC.DEN.EAL","565.5449","671.189","797.7287","823.2397","822.1274","803.1994","780.3008","795.9884","..","..","..","908.8417","..","966.0473"
China,"CHN","Emission Totals - Direct emissions (N2O) - Farm-gate emissions","CC.DEN.FGE","565.5449","671.189","797.7287","823.2397","822.1274","803.1994","780.3008","795.9884","..","..","..","908.8417","..","966.0473"
China,"CHN","Emission Totals - Direct emissions (N2O) - IPCC Agriculture","CC.DEN.IPA","565.5449","671.189","797.7287","823.2397","822.1274","803.1994","780.3008","795.9884","..","..","..","908.8417","..","966.0473"
China,"CHN","Emission Totals - Direct emissions (N2O) - Manure applied to Soils","CC.DEN.SAS","53.0765","72.8442","79.0871","76.1772","77.6139","75.6679","73.7474","68.1919","..","..","..","104.9995","..","116.2247"
China,"CHN","Emission Totals - Direct emissions (N2O) - Manure left on Pasture","CC.DEN.MLP","131.5347","175.8297","165.2609","158.1609","162.216","157.86","159.7685","161.5406","..","..","..","242.6473","..","275.2312"
China,"CHN","Emission Totals - Direct emissions (N2O) - Synthetic Fertilizers","CC.DEN.SFE","307.3369","347.9012","466.7837","486.4418","480.0727","466.8383","444.8146","463.9086","..","..","..","475.5371","..","491.0246"
China,"CHN","Emission Totals - Emissions (CH4) - AFOLU","CC.ECH.AFO","13643.1197","15077.4762","13951.7615","13758.914","13798.0114","13537.2755","13298.7885","12893.8607","..","..","..","18274.861","..","19811.867"
China,"CHN","Emission Totals - Emissions (CH4) - Burning - Crop residues","CC.ECH.BCR","142.8845","138.263","161.6979","196.7508","194.5786","189.487","187.7573","184.1549","..","..","..","157.5376","..","154.1925"
China,"CHN","Emission Totals - Emissions (CH4) - Emissions on agricultural land","CC.ECH.EAL","13794.5314","15174.6208","14111.4181","13962.4681","14012.6834","13761.7519","13480.2087","13076.8102","..","..","..","18274.861","..","19811.867"
China,"CHN","Emission Totals - Emissions (CH4) - Enteric Fermentation","CC.ECH.EFE","6662.6276","8411.5927","7205.7678","6841.1377","6901.0203","6694.6859","6623.7582","6549.032","..","..","..","11127.0676","..","13216.4125"
China,"CHN","Emission Totals - Emissions (CH4) - Farm-gate emissions","CC.ECH.FGE","13794.4894","15174.5553","14111.3932","13962.4328","14012.6564","13761.7456","13480.2067","13076.8102","..","..","..","18274.861","..","19811.867"
China,"CHN","Emission Totals - Emissions (CH4) - Fires in humid tropical forests","CC.ECH.FTR","0.0421","0.0654","0.0249","0.0353","0.027","0.0062","0.0021","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CH4) - Fires in organic soils","CC.ECH.FOS","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CH4) - Forest fires","CC.ECH.FFR","17.8024","39.529","14.7981","10.6319","11.1206","5.8977","12.8116","8.1178","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CH4) - IPCC Agriculture","CC.ECH.IPA","13625.3173","15037.9472","13936.9634","13748.282","13786.8908","13531.3778","13285.9769","12885.7429","..","..","..","18274.861","..","19811.867"
China,"CHN","Emission Totals - Emissions (CH4) - Land Use change","CC.ECH.LUC","0.0421","0.0654","0.0249","0.0353","0.027","0.0062","0.0021","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CH4) - LULUCF","CC.ECH.LUL","17.8024","39.529","14.7981","10.6319","11.1206","5.8977","12.8116","8.1178","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CH4) - Manure Management","CC.ECH.MMA","923.2498","1158.8238","1267.6523","1253.1668","1237.6183","1194.0287","1118.8775","885.4602","..","..","..","1480.4036","..","1546.204"
China,"CHN","Emission Totals - Emissions (CH4) - On-farm energy use","CC.ECH.OEU","169.1721","136.6082","174.4298","214.1508","225.7656","230.3679","194.2298","191.0673","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CH4) - Rice Cultivation","CC.ECH.RCA","5889.8306","5324.0139","5291.0481","5452.4326","5449.7583","5450.1202","5351.5872","5263.6067","..","..","..","5509.8522","..","4895.0579"
China,"CHN","Emission Totals - Emissions (CH4) - Savanna fires","CC.ECH.SVF","6.7248","5.2537","10.7973","4.7941","3.9153","3.0561","3.9967","3.4891","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - AFOLU","CC.ECO.AFO","-349406.7123","-349354.2194","-332225.5971","-710167.2763","-650101.2443","-650101.2462","-650101.2462","-650101.2462","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Drained organic soils (CO2)","CC.ECO.DOC","1576.7924","1629.2852","1656.9269","1662.1947","1664.0558","1664.0539","1664.0539","1664.0539","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Emissions on agricultural land","CC.ECO.EAL","87350.7147","91593.6583","98641.8476","121526.4535","125207.3555","128451.0687","114855.2479","113862.566","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Farm-gate emissions","CC.ECO.FGE","87350.7147","91593.6583","98641.8476","121526.4535","125207.3555","128451.0687","114855.2479","113862.566","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Fires in organic soils","CC.ECO.FOS","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Forestland","CC.ECO.FOR","-350983.5047","-350983.5047","-333882.5239","-711829.471","-651765.3001","-651765.3001","-651765.3001","-651765.3001","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Land Use change","CC.ECO.LUC","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - LULUCF","CC.ECO.LUL","-349406.7123","-349354.2194","-332225.5971","-710167.2763","-650101.2443","-650101.2462","-650101.2462","-650101.2462","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - Net Forest conversion","CC.ECO.NFC","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2) - On-farm energy use","CC.ECO.OEU","85773.9223","89964.3731","96984.9208","119864.2588","123543.2997","126787.0148","113191.194","112198.512","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - AFOLU","CC.EAR.AFO","259499.5488","344965.3235","371304.802","-4773.9188","55882.1978","40866.5431","26725.0113","17775.982","..","..","..","876424.785","..","946808.4383"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Agricultural Soils","CC.EAR.AGS","197448.8225","234465.0693","278857.2523","287600.678","287200.0503","280471.7175","272289.5334","277634.0081","..","..","..","316890.3357","..","336373.2851"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Burning - Crop residues","CC.EAR.BCR","4982.4343","4821.2821","5638.4655","6860.7737","6785.0286","6607.4812","6547.1667","6421.5503","..","..","..","5493.3955","..","5376.7508"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Crop Residues","CC.EAR.CRE","23891.3751","24221.5312","28111.5779","33261.0094","33184.7162","33382.214","33102.1321","33224.5109","..","..","..","27806.6604","..","27127.908"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Drained organic soils","CC.EAR.DOS","2058.1049","2121.2055","2154.3118","2160.7108","2162.8257","2162.8234","2162.8234","2162.8234","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Drained organic soils (CO2)","CC.EAR.DOC","1576.7924","1629.2852","1656.9269","1662.1947","1664.0558","1664.0539","1664.0539","1664.0539","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Drained organic soils (N2O)","CC.EAR.DON","481.3125","491.9203","497.385","498.5161","498.7699","498.7695","498.7695","498.7695","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Emissions on agricultural land","CC.EAR.EAL","703440.3992","792768.759","810540.7947","837615.8318","842213.5654","831022.1153","801605.1145","791803.5677","..","..","..","876424.785","..","946808.4383"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Enteric Fermentation","CC.EAR.EFE","186553.573","235524.5956","201761.498","191551.8546","193228.5688","187451.2046","185465.2296","183372.8952","..","..","..","311557.8918","..","370059.551"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Farm-gate emissions","CC.EAR.FGE","703438.444","792766.4164","810539.4935","837613.9884","842212.1559","831021.79","801605.0061","791803.5677","..","..","..","876424.785","..","946808.4383"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Fires in humid tropical forests","CC.EAR.FTR","1.9552","2.3426","1.3012","1.8434","1.4096","0.3253","0.1084","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Fires in organic soils","CC.EAR.FOS","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Forest fires","CC.EAR.FFR","854.7271","1674.641","772.3982","554.9409","580.4466","307.8359","668.7098","423.7135","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Forestland","CC.EAR.FOR","-350983.5047","-350983.5047","-333882.5239","-711829.471","-651765.3001","-651765.3001","-651765.3001","-651765.3001","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - IPCC Agriculture","CC.EAR.IPA","608051.534","692644.9019","702758.001","704838.4166","705402.9955","690659.9533","676157.5476","667453.5146","..","..","..","876424.785","..","946808.4383"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Land Use change","CC.EAR.LUC","1.9552","2.3426","1.3012","1.8434","1.4096","0.3253","0.1084","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - LULUCF","CC.EAR.LUL","-348551.9852","-347679.5784","-331453.1989","-709612.3354","-649520.7977","-649793.4102","-649432.5364","-649677.5327","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Manure applied to Soils","CC.EAR.SAS","20043.018","27507.7803","29865.2503","28766.4335","29308.947","28574.0852","27848.8459","25750.9805","..","..","..","39650.4278","..","43889.3362"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Manure left on Pasture","CC.EAR.MLP","45119.463","60087.0247","56483.6142","54272.8493","55642.0746","54098.0386","54654.2601","55269.8543","..","..","..","82460.2804","..","92945.0383"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Manure Management","CC.EAR.MMA","53800.443","68487.3457","67787.868","65906.7653","65391.7552","63366.6717","61802.5648","52461.959","..","..","..","88207.2996","..","97937.229"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Net Forest conversion","CC.EAR.NFC","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - On-farm energy use","CC.EAR.OEU","93810.1176","98492.2292","106124.5657","131113.3771","135145.1046","138697.7828","123783.4045","122685.9991","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Rice Cultivation","CC.EAR.RCA","164915.2556","149072.3903","148149.3475","152668.1134","152593.2328","152603.3654","149844.4415","147380.9879","..","..","..","154275.8624","..","137061.6225"
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Savanna fires","CC.EAR.SVF","351.0057","274.219","563.5696","250.2316","204.3598","159.513","208.6117","182.1141","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) (AR5) - Synthetic Fertilizers","CC.EAR.SFE","107913.654","122156.8129","163899.4249","170801.8695","168565.5426","163918.6102","156185.5259","162889.8929","..","..","..","166972.9672","..","172411.0026"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - AFOLU","CC.ECA.AFO","382007.3502","422169.333","390649.3218","385249.5907","386344.3189","379043.7142","372366.0776","361028.0989","..","..","..","511696.1074","..","554732.2769"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Burning - Crop residues","CC.ECA.BCR","4000.7651","3871.364","4527.5411","5509.0227","5448.2014","5305.6354","5257.2045","5156.3378","..","..","..","4411.0536","..","4317.391"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Emissions on agricultural land","CC.ECA.EAL","386246.8796","424889.3812","395119.7075","390949.1079","392355.1346","385329.0521","377445.8447","366150.6847","..","..","..","511696.1074","..","554732.2769"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Enteric Fermentation","CC.ECA.EFE","186553.573","235524.5956","201761.498","191551.8546","193228.5688","187451.2046","185465.2296","183372.8952","..","..","..","311557.8918","..","370059.551"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Farm-gate emissions","CC.ECA.FGE","386245.7019","424887.5487","395119.0094","390948.119","392354.3784","385328.8776","377445.7866","366150.6847","..","..","..","511696.1074","..","554732.2769"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Fires in humid tropical forests","CC.ECA.FTR","1.1777","1.8325","0.698","0.9889","0.7561","0.1745","0.0582","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Fires in organic soils","CC.ECA.FOS","0","0","0","0","0","0","0","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Forest fires","CC.ECA.FFR","498.4671","1106.8128","414.3477","297.6943","311.3766","165.1365","358.7248","227.2982","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - IPCC Agriculture","CC.ECA.IPA","381508.8831","421062.5203","390234.9741","384951.8964","386032.9423","378878.5778","372007.3528","360800.8007","..","..","..","511696.1074","..","554732.2769"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Land Use change","CC.ECA.LUC","1.1777","1.8325","0.698","0.9889","0.7561","0.1745","0.0582","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - LULUCF","CC.ECA.LUL","498.4671","1106.8128","414.3477","297.6943","311.3766","165.1365","358.7248","227.2982","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Manure Management","CC.ECA.MMA","25850.9948","32447.0673","35494.2644","35088.6707","34653.3119","33432.8027","31328.5689","24792.8858","..","..","..","41451.2996","..","43293.7125"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - On-farm energy use","CC.ECA.OEU","4736.8188","3825.0284","4884.0354","5996.2225","6321.4361","6450.2998","5438.4338","5349.884","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Rice Cultivation","CC.ECA.RCA","164915.2556","149072.3903","148149.3475","152668.1134","152593.2328","152603.3654","149844.4415","147380.9879","..","..","..","154275.8624","..","137061.6225"
China,"CHN","Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Savanna fires","CC.ECA.SVF","188.2946","147.103","302.323","134.235","109.6274","85.5696","111.9083","97.6939","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - AFOLU","CC.ENA.AFO","226898.9109","272150.2099","312881.0774","320143.7668","319639.1231","311924.075","304460.1799","306849.1293","..","..","..","364728.6776","..","392076.1614"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Agricultural Soils","CC.ENA.AGS","197448.8225","234465.0693","278857.2523","287600.678","287200.0503","280471.7175","272289.5334","277634.0081","..","..","..","316890.3357","..","336373.2851"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Burning - Crop residues","CC.ENA.BCR","981.6692","949.918","1110.9244","1351.7509","1336.8272","1301.8457","1289.9622","1265.2125","..","..","..","1082.3419","..","1059.3598"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Crop Residues","CC.ENA.CRE","23891.3751","24221.5312","28111.5779","33261.0094","33184.7162","33382.214","33102.1321","33224.5109","..","..","..","27806.6604","..","27127.908"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Drained organic soils (N2O)","CC.ENA.DON","481.3125","491.9203","497.385","498.5161","498.7699","498.7695","498.7695","498.7695","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Emissions on agricultural land","CC.ENA.EAL","229842.805","276285.7195","316779.2396","325140.2704","324651.0753","317241.9945","309304.0219","311790.317","..","..","..","364728.6776","..","392076.1614"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Farm-gate emissions","CC.ENA.FGE","229842.0274","276285.2094","316778.6365","325139.4159","324650.4219","317241.8437","309303.9716","311790.317","..","..","..","364728.6776","..","392076.1614"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Fires in humid tropical forests","CC.ENA.FTR","0.7776","0.5101","0.6032","0.8545","0.6534","0.1508","0.0503","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Forest fires","CC.ENA.FFR","356.2599","567.8282","358.0505","257.2467","269.07","142.6995","309.985","196.4153","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - IPCC Agriculture","CC.ENA.IPA","226542.6509","271582.3816","312523.0269","319886.5201","319370.0532","311781.3755","304150.1949","306652.714","..","..","..","364728.6776","..","392076.1614"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Land Use change","CC.ENA.LUC","0.7776","0.5101","0.6032","0.8545","0.6534","0.1508","0.0503","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - LULUCF","CC.ENA.LUL","356.2599","567.8282","358.0505","257.2467","269.07","142.6995","309.985","196.4153","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Manure applied to Soils","CC.ENA.SAS","20043.018","27507.7803","29865.2503","28766.4335","29308.947","28574.0852","27848.8459","25750.9805","..","..","..","39650.4278","..","43889.3362"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Manure left on Pasture","CC.ENA.MLP","45119.463","60087.0247","56483.6142","54272.8493","55642.0746","54098.0386","54654.2601","55269.8543","..","..","..","82460.2804","..","92945.0383"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Manure Management","CC.ENA.MMA","27949.4481","36040.2784","32293.6036","30818.0947","30738.4433","29933.869","30473.9959","27669.0731","..","..","..","46756","..","54643.5165"
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - On-farm energy use","CC.ENA.OEU","3299.3764","4702.8277","4255.6096","5252.8958","5280.3687","5460.4682","5153.7767","5137.6031","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Savanna fires","CC.ENA.SVF","162.7111","127.116","261.2465","115.9966","94.7324","73.9433","96.7034","84.4203","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (CO2eq) from N2O (AR5) - Synthetic Fertilizers","CC.ENA.SFE","107913.654","122156.8129","163899.4249","170801.8695","168565.5426","163918.6102","156185.5259","162889.8929","..","..","..","166972.9672","..","172411.0026"
China,"CHN","Emission Totals - Emissions (N2O) - AFOLU","CC.ENO.AFO","856.2223","1026.9819","1180.6833","1208.0897","1206.1854","1177.072","1148.9063","1157.9212","..","..","..","1376.3346","..","1479.5327"
China,"CHN","Emission Totals - Emissions (N2O) - Agricultural Soils","CC.ENO.AGS","745.0899","884.7738","1052.2915","1085.2856","1083.7738","1058.3838","1027.5077","1047.6755","..","..","..","1195.8126","..","1269.3332"
China,"CHN","Emission Totals - Emissions (N2O) - Burning - Crop residues","CC.ENO.BCR","3.7044","3.5846","4.1922","5.1009","5.0446","4.9126","4.8678","4.7744","..","..","..","4.0843","..","3.9976"
China,"CHN","Emission Totals - Emissions (N2O) - Crop Residues","CC.ENO.CRE","90.1561","91.402","106.0814","125.5132","125.2253","125.9706","124.9137","125.3755","..","..","..","104.9308","..","102.3695"
China,"CHN","Emission Totals - Emissions (N2O) - Drained organic soils (N2O)","CC.ENO.DON","1.8163","1.8563","1.8769","1.8812","1.8822","1.8821","1.8821","1.8821","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - Emissions on agricultural land","CC.ENO.EAL","867.3313","1042.5876","1195.3934","1226.9444","1225.0984","1197.1396","1167.185","1176.5672","..","..","..","1376.3346","..","1479.5327"
China,"CHN","Emission Totals - Emissions (N2O) - Farm-gate emissions","CC.ENO.FGE","867.3284","1042.5857","1195.3911","1226.9412","1225.0959","1197.139","1167.1848","1176.5672","..","..","..","1376.3346","..","1479.5327"
China,"CHN","Emission Totals - Emissions (N2O) - Fires in humid tropical forests","CC.ENO.FTR","0.0029","0.0019","0.0023","0.0032","0.0025","0.0006","0.0002","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - Forest fires","CC.ENO.FFR","1.3444","2.1427","1.3511","0.9707","1.0154","0.5385","1.1698","0.7412","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - IPCC Agriculture","CC.ENO.IPA","854.8779","1024.8392","1179.3322","1207.1189","1205.17","1176.5335","1147.7366","1157.1801","..","..","..","1376.3346","..","1479.5327"
China,"CHN","Emission Totals - Emissions (N2O) - Land Use change","CC.ENO.LUC","0.0029","0.0019","0.0023","0.0032","0.0025","0.0006","0.0002","0","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - LULUCF","CC.ENO.LUL","1.3444","2.1427","1.3511","0.9707","1.0154","0.5385","1.1698","0.7412","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - Manure applied to Soils","CC.ENO.SAS","75.634","103.8029","112.6991","108.5526","110.5998","107.8267","105.09","97.1735","..","..","..","149.6243","..","165.6201"
China,"CHN","Emission Totals - Emissions (N2O) - Manure left on Pasture","CC.ENO.MLP","170.2621","226.7435","213.1457","204.8032","209.9701","204.1435","206.2425","208.5655","..","..","..","311.1709","..","350.736"
China,"CHN","Emission Totals - Emissions (N2O) - Manure Management","CC.ENO.MMA","105.4696","136.0011","121.8627","116.2947","115.9941","112.958","114.9962","104.4116","..","..","..","176.4377","..","206.2019"
China,"CHN","Emission Totals - Emissions (N2O) - On-farm energy use","CC.ENO.OEU","12.4505","17.7465","16.0589","19.8222","19.9259","20.6055","19.4482","19.3872","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - Savanna fires","CC.ENO.SVF","0.614","0.4797","0.9858","0.4377","0.3575","0.279","0.3649","0.3186","..","..","..","..","..",".."
China,"CHN","Emission Totals - Emissions (N2O) - Synthetic Fertilizers","CC.ENO.SFE","407.2213","460.9691","618.4884","644.5354","636.0964","618.5608","589.3793","614.6788","..","..","..","630.0867","..","650.6076"
China,"CHN","Emission Totals - Indirect emissions (N2O) - AFOLU","CC.IEN.AFO","177.7287","211.7285","252.6859","260.1647","259.7642","253.3023","245.3247","249.8049","..","..","..","286.9709","..","303.2858"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Agricultural Soils","CC.IEN.AGS","177.7287","211.7285","252.6859","260.1647","259.7642","253.3023","245.3247","249.8049","..","..","..","286.9709","..","303.2858"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Crop Residues","CC.IEN.CRE","16.5593","16.7881","19.4843","23.0535","23.0006","23.1375","22.9433","23.0282","..","..","..","19.273","..","18.8026"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Emissions on agricultural land","CC.IEN.EAL","177.7287","211.7285","252.6859","260.1647","259.7642","253.3023","245.3247","249.8049","..","..","..","286.9709","..","303.2858"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Farm-gate emissions","CC.IEN.FGE","177.7287","211.7285","252.6859","260.1647","259.7642","253.3023","245.3247","249.8049","..","..","..","286.9709","..","303.2858"
China,"CHN","Emission Totals - Indirect emissions (N2O) - IPCC Agriculture","CC.IEN.IPA","177.7287","211.7285","252.6859","260.1647","259.7642","253.3023","245.3247","249.8049","..","..","..","286.9709","..","303.2858"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Manure applied to Soils","CC.IEN.SAS","22.5575","30.9588","33.612","32.3753","32.9859","32.1589","31.3426","28.9816","..","..","..","44.6248","..","49.3955"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Manure left on Pasture","CC.IEN.MLP","38.7274","50.9137","47.8848","46.6423","47.7541","46.2836","46.474","47.0249","..","..","..","68.5236","..","75.5048"
China,"CHN","Emission Totals - Indirect emissions (N2O) - Synthetic Fertilizers","CC.IEN.SFE","99.8845","113.0679","151.7047","158.0936","156.0236","151.7225","144.5647","150.7703","..","..","..","154.5496","..","159.583"
China,"CHN","Food GHG emissions by system stage (Share of total) - Consumption","CC.FGHG.SYS.CS","9.5956060714528","6.61059963631628","6.1077269821836","6.55451271709327","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - End_of_Life","CC.FGHG.SYS.EO","11.1244525261993","13.113628628407","11.9262674973321","12.708264466491","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - LULUC (Production)","CC.FGHG.SYS.LU","0.589584464396712","0.41718042765569","0.479176761134997","0.316181428896873","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - Packaging","CC.FGHG.SYS.PC","8.5182572077701","10.1761811213366","19.6458217166472","19.4818128464134","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - Processing","CC.FGHG.SYS.PR","5.51003025052311","5.93524733795284","8.89359408713386","7.5707282622338","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - Production","CC.FGHG.SYS.PD","62.9605379183577","60.6344071368715","48.5091954347865","47.8473111479868","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - Retail","CC.FGHG.SYS.RE","0.738659371669938","1.22767130404496","1.82750593203167","2.18785023295771","..","..","..","..","..","..","..","..","..",".."
China,"CHN","Food GHG emissions by system stage (Share of total) - Transport","CC.FGHG.SYS.TR","0.962872189630322","1.8850844074152","2.61071158875008","3.33333889792718","..","..","..","..","..","..","..","..","..",".."
China,"CHN","GHG emissions from food systems, by gas (Mt CO2 eq) - CO2","CC.GHG.FSYS.CO","497009.922534647","499201.326590884","1008788.76331682","1086959.28930811","..","..","..","..","..","..","..","..","..",".."
